id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
95,@AsdiYam,JANGAN JUDI GUYS!!!,jangan judi guys,jangan judi guys,jangan judi guys,jangan judi guys,0,safe,non-cyberbullying,,0,0.529178674351585
96,@DeeNennn,kuch evos gak bisa ngedraft kah,kuch evos gak bisa ngedraft kah,kuch evos tidak bisa ngedraft kah,kuch evos bisa ngedraft,kuch evos bisa ngedraft,0,safe,non-cyberbullying,,0,0.529178674351585
97,@kuswahidnurrohman9059,"Anjir chants² Persija pada di pake 😅 ( Dewi Fortuna, Persija dulu baru kamu)",anjir chants persija pada di pake dewi fortuna persija dulu baru kamu,anjir chants persija pada di pakai dewi fortuna persija dulu baru kamu,anjir chants persija di pakai dewi fortuna persija dulu baru kamu,anjir chants persija di pakai dewi fortuna persija dulu baru kamu,1,minor_negative,non-cyberbullying,anjir(negative:1),0,0.529178674351585
98,@eaaaaa1394,Mbak juneng ga main ga seru,mbak juneng ga main ga seru,mbak juneng tidak main tidak seru,mbak juneng main seru,mbak juneng main seru,0,safe,non-cyberbullying,,0,0.529178674351585
99,@ripanachandra7099,Akhir nya main koh susutsujin,akhir nya main koh susutsujin,akhir ya main koh susutsujin,akhir main koh susutsujin,akhir main koh susutsujin,0,safe,non-cyberbullying,,0,0.529178674351585
100,@yudijuanjuan8407,"Rendi diganti,, sutjin dimainin.😂😂😂😂MPL lawakkk😂😂😂😂",rendi diganti sutjin dimaininmpl lawakkk,rendi diganti sutjin dimaininmpl lawakkk,rendi diganti sutjin dimaininmpl lawakkk,rendi ganti sutjin dimaininmpl lawakkk,0,safe,non-cyberbullying,,0,0.529178674351585
101,@ferozasatria7567,Anak SONIC liat game ini pasti terasa hambar..... Engga woowww gituuuuu,anak sonic liat game ini pasti terasa hambar engga woowww gituuuuu,anak sonic liat game ini pasti terasa hambar engga woowww gituuuuu,anak sonic liat game pasti terasa hambar engga woowww gituuuuu,anak sonic liat game pasti asa hambar engga woowww gituuuuu,0,safe,non-cyberbullying,,0,0.529178674351585
102,@OnlyMetz30,"Mending mainin ujin aja , biar seru leg 2 lawan onic , kalo zunes penis mah , gamenya ngantuk",mending mainin ujin aja biar seru leg lawan onic kalo zunes penis mah gamenya ngantuk,mending mainin ujin saja biar seru leg lawan onic kalau zunes penis mah gamenya ngantuk,mending mainin ujin biar seru leg lawan onic kalau zunes penis mah gamenya ngantuk,mending mainin ujin biar seru leg lawan onic kalau zunes penis mah gamenya ngantuk,0,safe,non-cyberbullying,,0,0.529178674351585
103,@SahrulSahruldalimunthe,"Kenapa di mainkan sutsujin, kan lebih jago jungkir barunya.",kenapa di mainkan sutsujin kan lebih jago jungkir barunya,kenapa di mainkan sutsujin akan lebih jago jungkir barunya,di mainkan sutsujin lebih jago jungkir barunya,di main sutsujin lebih jago jungkir baru,0,safe,non-cyberbullying,,0,0.529178674351585
104,@NofianAK17,Kocak Claude,kocak claude,kocak claude,kocak claude,kocak claude,0,safe,non-cyberbullying,,0,0.529178674351585
105,@hariszaky890,Sendal nih mainnya nyebelin terus.   😂😂😂,sendal nih mainnya nyebelin terus,sendal nih mainnya nyebelin terus,sendal nih mainnya nyebelin terus,sendal nih main nyebelin terus,0,safe,non-cyberbullying,,0,0.529178674351585
106,@iikanners6737,Ternyata zunesh nya tolol😂😂😂,ternyata zunesh nya tolol,ternyata zunesh ya tolol,ternyata zunesh tolol,nyata zunesh tolol,4,moderate_toxic,cyberbullying,tolol(personal:4),1,9.067901234567902
107,@Arjunarahnawan,Kangen lemon,kangen lemon,kangen lemon,kangen lemon,kangen lemon,0,safe,non-cyberbullying,,0,0.529178674351585
108,@hariszaky890,"Nah ini menarik.   Ujin kan keren !!!!🎉🎉

Anda tuh spesialis runer up . 

Jgn mau kalah sama EVOS .. amanin posisi Runner up sejak dini .😂",nah ini menarik ujin kan keren anda tuh spesialis runer up jgn mau kalah sama evos amanin posisi runner up sejak dini,nah ini menarik ujin akan keren anda tuh spesialis runer up jangan mau kalau sama evos amanin posisi runner up sejak dini,nah menarik ujin keren tuh spesialis runer up jangan mau kalau sama evos amanin posisi runner up sejak dini,nah tarik ujin keren tuh spesialis runer up jangan mau kalau sama evos amanin posisi runner up sejak dini,0,safe,non-cyberbullying,,0,0.529178674351585
109,@RenalDi-z6v,HIDUP JOKOWI,hidup jokowi,hidup jokowi,hidup jokowi,hidup jokowi,0,safe,non-cyberbullying,,0,0.529178674351585
110,@verasintia6185,berisik bgt kingdom baru kuga game 1😂,berisik bgt kingdom baru kuga game,berisik banget kingdom baru kuga game,berisik banget kingdom baru kuga game,berisik banget kingdom baru kuga game,0,safe,non-cyberbullying,,0,0.529178674351585
111,@kakachandra806,albert suru out aj,albert suru out aj,albert suru out saja,albert suru out,albert suru out,0,safe,non-cyberbullying,,0,0.529178674351585
112,@himas314,lahhh rendy knapa diganti?,lahhh rendy knapa diganti,lahhh rendy knapa diganti,lahhh rendy knapa diganti,lahhh rendy knapa ganti,0,safe,non-cyberbullying,,0,0.529178674351585
113,@RisfaAfris,Jelek bener gameplay evos. Bau2 ky turun mdl wkwk,jelek bener gameplay evos bau ky turun mdl wkwk,jelek benar gameplay evos bau ky turun mdl wkwk,jelek benar gameplay evos bau ky turun mdl wkwk,jelek benar gameplay evos bau ky turun mdl wkwk,4,moderate_toxic,cyberbullying,jelek(personal:4),1,9.067901234567902
114,@BamsLie,Dyren otw onic,dyren otw onic,dyren otw onic,dyren otw onic,dyren otw onic,0,safe,non-cyberbullying,,0,0.529178674351585
115,@Rohmanaruu,Sia² beli sendal dan xorizo kecewa evos lawan RRQ lemah,sia beli sendal dan xorizo kecewa evos lawan rrq lemah,sia beli sendal dan xorizo kecewa evos lawan rrq lemah,sia beli sendal xorizo kecewa evos lawan rrq lemah,sia beli sendal xorizo kecewa evos lawan rrq lemah,0,safe,non-cyberbullying,,0,0.529178674351585
116,@zelldincht6644,"Evos kasihan sama rrq ,biar dapet point boyy",evos kasihan sama rrq biar dapet point boyy,evos kasih sama rrq biar dapat point boyy,evos kasih sama rrq biar point boyy,evos kasih sama rrq biar point boyy,0,safe,non-cyberbullying,,0,0.529178674351585
117,@INDRA_GAMEOfficial,Suwelow beban di evos mending Rendy aja wkwkwk.. 😢,suwelow beban di evos mending rendy aja wkwkwk,suwelow beban di evos mending rendy saja wkwkwk,suwelow beban evos mending rendy wkwkwk,suwelow beban evos mending rendy wkwkwk,0,safe,non-cyberbullying,,0,0.529178674351585
118,@INDRA_GAMEOfficial,Woee evos mna roam rendy,woee evos mna roam rendy,woee evos mna roam rendy,woee evos mna roam rendy,woee evos mna roam rendy,0,safe,non-cyberbullying,,0,0.529178674351585
119,@iqrarahmat5361,"Kyy roam sekalas mpl mau inisiasi keliatan bgt sama musuhnya, kek bocah epic maen rank",kyy roam sekalas mpl mau inisiasi keliatan bgt sama musuhnya kek bocah epic maen rank,kyy roam sekalas mpl mau inisiasi keliatan banget sama musuhnya seperti bocah epic maen rank,kyy roam sekalas mpl mau inisiasi keliatan banget sama musuhnya bocah epic maen rank,kyy roam kalas mpl mau inisiasi liat banget sama musuh bocah epic maen rank,0,safe,non-cyberbullying,,0,0.529178674351585
120,@rahmatsaepudin5804,Gw heran si kzqyut dapet ide dari mana gati sutsujin sama jung aneh,gw heran si kzqyut dapet ide dari mana gati sutsujin sama jung aneh,saya heran si kzqyut dapat ide dari mana gati sutsujin sama jung aneh,heran si kzqyut ide mana gati sutsujin sama jung aneh,heran si kzqyut ide mana gati sutsujin sama jung aneh,0,safe,non-cyberbullying,,0,0.529178674351585
121,@AlbirruSyna,DYREEEEENNNNN MANA DYREEEEENN,dyreeeeennnnn mana dyreeeeenn,dyreeeeennnnn mana dyreeeeenn,dyreeeeennnnn mana dyreeeeenn,dyreeeeennnnn mana dyreeeeenn,0,safe,non-cyberbullying,,0,0.529178674351585
122,@XiinnnThink,Boikot dyf,boikot dyf,boikot dyf,boikot dyf,boikot dyf,0,safe,non-cyberbullying,,0,0.529178674351585
123,@WarungAsyi,Kok Rendy di ganti sama Xorizo,kok rendy di ganti sama xorizo,kok rendy di nanti sama xorizo,kok rendy nanti sama xorizo,kok rendy nanti sama xorizo,0,safe,non-cyberbullying,,0,0.529178674351585
124,@ruben7haloho867,Xoryzo..anak emas pelatih yg notabene pecinta sejati RRQ. Ganti pelatih norak,xoryzoanak emas pelatih yg notabene pecinta sejati rrq ganti pelatih norak,xoryzoanak emas pelatih yang notabene pecinta sejati rrq nanti pelatih norak,xoryzoanak emas pelatih notabene pecinta sejati rrq pelatih norak,xoryzoanak emas latih notabene cinta sejati rrq latih norak,0,safe,non-cyberbullying,,0,0.529178674351585
125,@ramadhanisaputra9455,Gasabar gua liat roster skrng rrq vs Sonic apakah Sonic bakalan diayam ayamin lagi sama RRQ atau sebaliknya,gasabar gua liat roster skrng rrq vs sonic apakah sonic bakalan diayam ayamin lagi sama rrq atau sebaliknya,gasabar saya liat roster skrng rrq vs sonic apakah sonic bakalan diayam ayamin lagi sama rrq atau sebaliknya,gasabar liat roster skrng rrq vs sonic sonic bakalan diayam ayamin sama rrq sebaliknya,gasabar liat roster skrng rrq vs sonic sonic bakal ayam ayamin sama rrq balik,0,safe,non-cyberbullying,,0,0.529178674351585
126,@triarona659,Kingdom vs Everybody,kingdom vs everybody,kingdom vs everybody,kingdom vs everybody,kingdom vs everybody,0,safe,non-cyberbullying,,0,0.529178674351585
127,@zein_arrham,SOnic lagi nyimak 🤗,sonic lagi nyimak,sonic lagi nyimak,sonic nyimak,sonic nyimak,0,safe,non-cyberbullying,,0,0.529178674351585
128,@adinuralifyan,Hanya bisa jadi notifikasi 😂😅😂😅😂😅😂,hanya bisa jadi notifikasi,hanya bisa jadi notifikasi,bisa jadi notifikasi,bisa jadi notifikasi,0,safe,non-cyberbullying,,0,0.529178674351585
129,@Denyazeezee,Badut mpl yg real badut tu EVOS sebenarnya wkwkwk team di goa gini ngapain di mpl,badut mpl yg real badut tu evos sebenarnya wkwkwk team di goa gini ngapain di mpl,badut mpl yang real badut tu evos sebenarnya wkwkwk team di goa gini ngapain di mpl,badut mpl real badut tu evos sebenarnya wkwkwk team goa gini ngapain mpl,badut mpl real badut tu evos benar wkwkwk team goa gin ngapain mpl,0,safe,non-cyberbullying,,0,0.529178674351585
130,@MusaTutor-1,Akhirnya ujin mainnnn 🎉🎉,akhirnya ujin mainnnn,akhirnya ujin mainnnn,akhirnya ujin mainnnn,akhir ujin mainnnn,0,safe,non-cyberbullying,,0,0.529178674351585
131,@Nick-pr3kr,mic casternya pake yang bagus sih,mic casternya pake yang bagus sih,mic casternya pakai yang bagus sih,mic casternya pakai bagus sih,mic casternya pakai bagus sih,0,safe,non-cyberbullying,,0,0.529178674351585
132,@PatungJaya,Si Erlan ya bego,si erlan ya bego,si erlan ya bego,si erlan bego,si erlan bego,4,moderate_toxic,cyberbullying,bego(personal:4),1,9.067901234567902
133,@DwiAndika-jr1iv,Rw,rw,rw,rw,rw,0,safe,non-cyberbullying,,0,0.529178674351585
134,@jiGoblin,ez game,ez game,ez game,ez game,ez game,0,safe,non-cyberbullying,,0,0.529178674351585
135,@FebryAgustian-n2n,Seneng kalo SUT sujij main,seneng kalo sut sujij main,seneng kalau sut sujij main,seneng kalau sut sujij main,neng kalau sut sujij main,0,safe,non-cyberbullying,,0,0.529178674351585
136,@AgusSusanto-j5g,udah dibilangin penyakitnya ada di kyy,udah dibilangin penyakitnya ada di kyy,sudah dibilangin penyakitnya ada di kyy,dibilangin penyakitnya di kyy,dibilangin sakit di kyy,0,safe,non-cyberbullying,,0,0.529178674351585
137,@hudaifahfauziinnanyatillah9482,Boleh si ujin lev 15 mnit 9,boleh si ujin lev mnit,boleh si ujin lev mnit,si ujin lev mnit,si ujin lev mnit,0,safe,non-cyberbullying,,0,0.529178674351585
138,@dfiqfdlrrhmn105,Sisssttt🤫,sisssttt,sisssttt,sisssttt,sisssttt,0,safe,non-cyberbullying,,0,0.529178674351585
139,@GeorgeWalker-v7f,"Bahkan di lagu remix, ada sound effect P҉U҉L҉A҉U҉W҉I҉N҉ nyelip lucu.",bahkan di lagu remix ada sound effect pulauwin nyelip lucu,akan di lagu remix ada sound effect pulauwin nyelip lucu,di lagu remix sound effect pulauwin nyelip lucu,di lagu remix sound effect pulauwin nyelip lucu,0,safe,non-cyberbullying,,0,0.529178674351585
140,@denissubekti3512,Cici semahal itu?,cici semahal itu,cici semahal itu,cici semahal,cici mahal,0,safe,non-cyberbullying,,0,0.529178674351585
141,@MrsZoeFarrell,Sekarang semua timeline dipenuhi dengan 🅿︎🆄🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎.,sekarang semua timeline dipenuhi dengan,sekarang semua timeline dipenuhi dengan,sekarang semua timeline dipenuhi,sekarang semua timeline penuh,0,safe,non-cyberbullying,,0,0.529178674351585
142,@MrGavinRobertson,Sticker di laptop mahasiswa zaman now pasti ada ❝PULAUWIN❞.,sticker di laptop mahasiswa zaman now pasti ada pulauwin,sticker di laptop mahasiswa zaman now pasti ada pulauwin,sticker laptop mahasiswa zaman now ada pulauwin,sticker laptop mahasiswa zaman now ada pulauwin,0,safe,non-cyberbullying,,0,0.529178674351585
143,@AlexanderGriffin-o1u,"Teman lama ngajak reuni, katanya semua udah main bareng P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟.",teman lama ngajak reuni katanya semua udah main bareng pulauwin,teman lama ngajak reuni katanya semua sudah main bareng pulauwin,teman lama ngajak reuni katanya semua main bareng pulauwin,teman lama ngajak reuni kata semua main bareng pulauwin,0,safe,non-cyberbullying,,0,0.529178674351585
144,@MsMaureenSmith-m6w,"Komentar netizen di IG, isinya pada bahas P͙U͙L͙A͙U͙W͙I͙N͙.",komentar netizen di ig isinya pada bahas pulauwin,komentar netizen di ig isinya pada bahas pulauwin,komentar netizen ig isinya bahas pulauwin,komentar netizen ig isi bahas pulauwin,0,safe,non-cyberbullying,,0,0.529178674351585
145,@SamanthaMitchell-j5q,"Lihat orang jualan kaos di pasar, ada yang tulisannya 🅿︎︎︎︎🆄︎🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎.",lihat orang jualan kaos di pasar ada yang tulisannya,lihat orang jualan kaos di pasar ada yang tulisannya,lihat orang jualan kaos pasar yang tulisannya,lihat orang jual kaos pasar yang tulis,0,safe,non-cyberbullying,,0,0.529178674351585
146,@SeanBrown-s6n,"Setiap nongkrong bareng teman, pasti ada bahasan 𝔓𝔘𝔏𝔄𝔘𝔚𝔌𝔑.",setiap nongkrong bareng teman pasti ada bahasan,setiap nongkrong bareng teman pasti ada bahasan,nongkrong bareng teman ada bahasan,nongkrong bareng teman ada bahas,0,safe,non-cyberbullying,,0,0.529178674351585
147,@MarkClarke-o9y,"Di belakang mobil travel, ada stiker besar bertuliskan P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽.",di belakang mobil travel ada stiker besar bertuliskan pulauwin,di belakang mobil travel ada stiker benar bertuliskan pulauwin,belakang mobil travel stiker benar bertuliskan pulauwin,belakang mobil travel stiker benar tulis pulauwin,0,safe,non-cyberbullying,,0,0.529178674351585
148,@DrHarryJohnson-p5q,"Ada mural keren di tembok kampus, tulisannya ✧𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉✧.",ada mural keren di tembok kampus tulisannya,ada mural keren di tembok kamu tulisannya,mural keren tembok kamu tulisannya,mural keren tembok kamu tulis,0,safe,non-cyberbullying,,0,0.529178674351585
149,@GerardBailey-b4v,"Setiap buka Twitter, trending topic-nya gak jauh-jauh dari 🅿︎🆄🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎.",setiap buka twitter trending topicnya gak jauhjauh dari,setiap bukan twitter trending topicnya tidak jauhjauh dari,bukan twitter trending topicnya jauhjauh,bukan twitter trending topicnya jauhjauh,0,safe,non-cyberbullying,,0,0.529178674351585
150,@MollyThompson-b9c,Kalender meja teman kantor ada logo ❝PULAUWIN❞ kecil di sudutnya.,kalender meja teman kantor ada logo pulauwin kecil di sudutnya,kalender meja teman kantor ada logo pulauwin kecil di sudutnya,kalender meja teman kantor logo pulauwin kecil sudutnya,kalender meja teman kantor logo pulauwin kecil sudut,0,safe,non-cyberbullying,,0,0.529178674351585
151,@yosayosaarisona4810,Makasih VYN akhirnya RRQ bisa main bagus.,makasih vyn akhirnya rrq bisa main bagus,terima kasih vyn akhirnya rrq bisa main bagus,terima kasih vyn akhirnya rrq main bagus,terima kasih vyn akhir rrq main bagus,0,safe,non-cyberbullying,,0,0.529178674351585
152,@jajangrahmat-w3k,padahal cuman ingin liat rrq hancur gragra buang skyler gw,padahal cuman ingin liat rrq hancur gragra buang skyler gw,padahal cuma ingin liat rrq hancur gragra buang skyler saya,padahal cuma liat rrq hancur gragra buang skyler,padahal cuma liat rrq hancur gragra buang skyler,0,safe,non-cyberbullying,,0,0.529178674351585
153,@MaryAnderson-l1l8b,"Lagi ngopi di warung, orang sebelah ngobrolin P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟.",lagi ngopi di warung orang sebelah ngobrolin pulauwin,lagi ngopi di warung orang sebelah ngobrolin pulauwin,ngopi warung orang sebelah ngobrolin pulauwin,ngopi warung orang belah ngobrolin pulauwin,0,safe,non-cyberbullying,,0,0.529178674351585
154,@krn_cinemaprojects96,"Menang kalah ,aku tetep dukung #evos 🎉",menang kalah aku tetep dukung,memang kalau aku tetep dukung,memang kalau aku tetep dukung,memang kalau aku tetep dukung,0,safe,non-cyberbullying,,0,0.529178674351585
155,@joejbx,Zunesh out,zunesh out,zunesh out,zunesh out,zunesh out,0,safe,non-cyberbullying,,0,0.529178674351585
156,@theprofesor19809,ROAM EVOS ITU PERLU DI EVALUASI LAGI BNYAKAN BLUNDER DARI KEMARIN2 LAWAN DEWA,roam evos itu perlu di evaluasi lagi bnyakan blunder dari kemarin lawan dewa,roam evos itu perlu di evaluasi lagi bnyakan blunder dari kemarin lawan dewa,roam evos perlu evaluasi bnyakan blunder kemarin lawan dewa,roam evos perlu evaluasi bnyakan blunder kemarin lawan dewa,0,safe,non-cyberbullying,,0,0.529178674351585
157,@theprofesor19809,Muali dah peternak2 pada keluar 😂😂😂😂,muali dah peternak pada keluar,muali sudah peternak pada keluar,muali peternak keluar,mual ternak keluar,0,safe,non-cyberbullying,,0,0.529178674351585
158,@jhawilssantoso,Seharus nya di turnamen ga usah ada lord karna lord membantu tim bisa memenangkan pertandingan,seharus nya di turnamen ga usah ada lord karna lord membantu tim bisa memenangkan pertandingan,seharus ya di turnamen tidak usah ada lord karena lord membantu tim bisa memenangkan pertandingan,seharus di turnamen usah lord lord membantu tim memenangkan pertandingan,harus di turnamen usah lord lord bantu tim menang tanding,0,safe,non-cyberbullying,,0,0.529178674351585
159,@upinstarliko-boy_sprout,Akhirnya rrq terkoar setelah makan seblak dan dengar aung macan😅😅,akhirnya rrq terkoar setelah makan seblak dan dengar aung macan,akhirnya rrq terkoar setelah akan seblak dan dengan aung macan,akhirnya rrq terkoar akan seblak dengan aung macan,akhir rrq koar akan seblak dengan aung macan,0,safe,non-cyberbullying,,0,0.529178674351585
160,@sal_25,😜👆,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
161,@YazidLaptop,"kalau onic season lalu : yeb tolongin yeb
rrq season ini : jin tolongin jin",kalau onic season lalu yeb tolongin yeb rrq season ini jin tolongin jin,kalau onic season lalu yeb tolongin yeb rrq season ini jin tolongin jin,kalau onic season lalu yeb tolongin yeb rrq season jin tolongin jin,kalau onic season lalu yeb tolongin yeb rrq season jin tolongin jin,0,safe,non-cyberbullying,,0,0.529178674351585
162,@DarkSidee-q9w,Ini rrq yang kita kenal sutsujin main ngeriii,ini rrq yang kita kenal sutsujin main ngeriii,ini rrq yang kita kenal sutsujin main ngeriii,rrq kita kenal sutsujin main ngeriii,rrq kita kenal sutsujin main ngeriii,0,safe,non-cyberbullying,,0,0.529178674351585
