id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying
409,@DevanoazizRamadhani,TOY TOY BISA MAEN GA LUUU,toy toy bisa maen ga luuu,toy toy bisa maen tidak luuu,toy toy maen luuu,toy toy maen luuu,0,safe,non-cyberbullying,,0
410,@itzzalfi,kek jaman covid di gh masing masing,kek jaman covid di gh masing masing,seperti jaman covid di gh masing masing,jaman covid gh masing masing,jaman covid gh masing masing,0,safe,non-cyberbullying,,0
411,@denikayen3588,Kondom mana nih suaranya wowkwowkwk,kondom mana nih suaranya wowkwowkwk,kondom mana nih suaranya wowkwowkwk,kondom mana nih suaranya wowkwowkwk,kondom mana nih suara wowkwowkwk,0,safe,non-cyberbullying,,0
412,@joycalev,daripada di rrq jadi camat ya ler,daripada di rrq jadi camat ya ler,daripada di rrq jadi camat ya ler,di rrq jadi camat ler,di rrq jadi camat ler,0,safe,non-cyberbullying,,0
413,@reza_abdiza,"🤴🏾 king diraw be like: woy skylar respect lah, dlm base msih di kill.
🤣🤣🤣",king diraw be like woy skylar respect lah dlm base msih di kill,king diraw be like woy skylar respect lah dlm base msih di kill,king diraw be like woy skylar respect lah dlm base msih kill,king diraw be like woy skylar respect lah dlm base msih kill,0,safe,non-cyberbullying,,0
414,@arifsuryadi7110,Sayang online kalau dak online pasti rame bangett apalagi untuk skylar ketemu mantan tim,sayang online kalau dak online pasti rame bangett apalagi untuk skylar ketemu mantan tim,saya online kalau dak online pasti rame banget apalagi untuk skylar ketemu mantan tim,online kalau dak online rame banget untuk skylar ketemu mantan tim,online kalau dak online rame banget untuk skylar ketemu mantan tim,0,safe,non-cyberbullying,,0
415,@adamalfareza876,Toy bawa kawan😂,toy bawa kawan,toy bawa kawan,toy bawa kawan,toy bawa kawan,0,safe,non-cyberbullying,,0
416,@SUPERZAAA-p8i,LERR TOLONGIN LERRR,lerr tolongin lerrr,lerr tolongin lerrr,lerr tolongin lerrr,lerr tolongin lerrr,0,safe,non-cyberbullying,,0
417,@UlumDn,Itulah kebodohan seorng Pak ap buang seykler al hasill RRQ tnpa seykler bisa apah ngandlin sipah?? Idok???? Ris mind boch kmerin???? Hahaha lucunya RRQ,itulah kebodohan seorng pak ap buang seykler al hasill rrq tnpa seykler bisa apah ngandlin sipah idok ris mind boch kmerin hahaha lucunya rrq,itulah kebodohan seorng pak ap buang seykler al hasill rrq tnpa seykler bisa apah ngandlin sipah idok ris mind boch kmerin hahaha lucunya rrq,kebodohan seorng pak ap buang seykler al hasill rrq tnpa seykler apah ngandlin sipah idok ris mind boch kmerin hahaha lucunya rrq,bodoh seorng pak ap buang seykler al hasill rrq tnpa seykler apah ngandlin sipah idok ris mind boch kmerin hahaha lucu rrq,4,moderate_toxic,cyberbullying,bodoh(personal:4),1
418,@YunoNau-p1d,Line up onic skrg itu dream team lohh... Yah masaa bisa di kalahin raja raja an 😂🤣,line up onic skrg itu dream team lohh yah masaa bisa di kalahin raja raja an,line up onic skrg itu dream team lohh ya masaa bisa di kalahin raja raja an,line up onic skrg dream team lohh masaa di kalahin raja raja an,line up onic skrg dream team lohh masaa di kalahin raja raja an,0,safe,non-cyberbullying,,0
419,@YoruGozaru,Udah yappingnya Rinz? besok ngoceh lagi ya kan ppq selalu ada aja dramanya wkw,udah yappingnya rinz besok ngoceh lagi ya kan ppq selalu ada aja dramanya wkw,sudah yappingnya rinz besok ngoceh lagi ya akan ppq selalu ada saja dramanya wkw,yappingnya rinz besok ngoceh ya ppq selalu saja dramanya wkw,yappingnya rinz besok ngoceh ya ppq selalu saja drama wkw,0,safe,non-cyberbullying,,0
420,@Hiy.toretto,"Rins ngapain yak😂, ulti angin trs",rins ngapain yak ulti angin trs,rins ngapain ya ulti angin terus,rins ngapain ulti angin terus,rins ngapain ulti angin terus,0,safe,non-cyberbullying,,0
421,@tacalovedew,pucuk dingin euuuyyy,pucuk dingin euuuyyy,pucuk dingin euuuyyy,pucuk dingin euuuyyy,pucuk dingin euuuyyy,0,safe,non-cyberbullying,,0
422,@juliaelsyeren9290,Penghianat,penghianat,penghianat,penghianat,penghianat,0,safe,non-cyberbullying,,0
423,@franasetiawan5958,Gua dari dulu fans rrq . Baru kali ini rrq punya jungler main nya bener bener paraaaaah. Next ganti jungler pak ap tolong,gua dari dulu fans rrq baru kali ini rrq punya jungler main nya bener bener paraaaaah next ganti jungler pak ap tolong,saya dari dulu fans rrq baru kali ini rrq punya jungler main ya benar benar paraaaaah next nanti jungler pak ap tolong,dari dulu fans rrq baru kali rrq punya jungler main benar benar paraaaaah next jungler pak ap,dari dulu fans rrq baru kali rrq punya jungler main benar benar paraaaaah next jungler pak ap,0,safe,non-cyberbullying,,0
424,@yuanikavecaesar06,cuy rinz gk cek rumput dlu kah,cuy rinz gk cek rumput dlu kah,cuy rinz tidak cek rumput dlu kah,cuy rinz cek rumput dlu,cuy rinz cek rumput dlu,0,safe,non-cyberbullying,,0
425,@fiorelitaharyadi4752,"Khezcute : ""Fanny cuma dongeng"" 😂",khezcute fanny cuma dongeng,khezcute fanny cuma dongeng,khezcute fanny cuma dongeng,khezcute fanny cuma dongeng,0,safe,non-cyberbullying,,0
426,@Leys-kl4,Busettt menyala banget lutpi game 1🫣🫣,busettt menyala banget lutpi game,busettt menyala banget lutpi game,busettt menyala banget lutpi game,busettt nyala banget lutpi game,0,safe,non-cyberbullying,,0
427,@MuhamadSultan-r4x,Udah onik juara lagi fix,udah onik juara lagi fix,sudah onik juara lagi fix,onik juara fix,onik juara fix,0,safe,non-cyberbullying,,0
428,@RomusaRomasu,Kenapa gak di stage sih,kenapa gak di stage sih,kenapa tidak di stage sih,tidak stage sih,tidak stage sih,0,safe,non-cyberbullying,,0
429,@NurmiNurdin-y2y,Yang itu gold line di atas Skylar hahaaaa piala mpl juga gak punya hahaaaa,yang itu gold line di atas skylar hahaaaa piala mpl juga gak punya hahaaaa,yang itu gold line di atas skylar hahaaaa piala mpl juga tidak punya hahaaaa,itu gold line atas skylar hahaaaa piala mpl tidak punya hahaaaa,itu gold line atas skylar hahaaaa piala mpl tidak punya hahaaaa,0,safe,non-cyberbullying,,0
430,@yuanikavecaesar06,LUTPIIIII LOPYUU GILA 😭😭😭😭😭😭,lutpiiiii lopyuu gila,lutpiiiii lopyuu gila,lutpiiiii lopyuu gila,lutpiiiii lopyuu gila,0,safe,non-cyberbullying,,0
431,@PucukUnam,Hina banget pharsa mokad di base 😂😂😂,hina banget pharsa mokad di base,hina banget pharsa mokad di base,hina banget pharsa mokad base,hina banget pharsa mokad base,4,moderate_toxic,cyberbullying,hina(personal:4),1
432,@Yukimura0890,GG lutpiiii,gg lutpiiii,gg lutpiiii,gg lutpiiii,gg lutpiiii,0,safe,non-cyberbullying,,0
433,@ubeypradiptama,Gini amat rrq😂,gini amat rrq,gini amat rrq,gini rrq,gin rrq,0,safe,non-cyberbullying,,0
434,@agunkreeadie3968,Apa lagi ni alasan rinz kalah? 😂,apa lagi ni alasan rinz kalah,apa lagi ni alasan rinz kalau,apa ni alasan rinz kalau,apa ni alas rinz kalau,0,safe,non-cyberbullying,,0
435,@fujibuchou3190,SELAMA MASIH RINZ (SI PALING HAUS VALIDASI) PPQ AKAN TETEP SEPERTI ITU (AMPAS),selama masih rinz si paling haus validasi ppq akan tetep seperti itu ampas,sama kasih rinz si paling haus validasi ppq akan tetep seperti itu ampas,sama kasih rinz si paling haus validasi ppq tetep itu ampas,sama kasih rinz si paling haus validasi ppq tetep itu ampas,4,moderate_toxic,cyberbullying,ampas(personal:4),1
436,@Aldardal,9.46 Lance vs Fanny☠️,lance vs fanny,lance vs fanny,lance vs fanny,lance vs fanny,0,safe,non-cyberbullying,,0
437,@bayukhrisna407,Buset skylar ngawur banget damage nya 😂,buset skylar ngawur banget damage nya,buset skylar ngawur banget damage ya,buset skylar ngawur banget damage,buset skylar ngawur banget damage,0,safe,non-cyberbullying,,0
438,@mahathirzidane1151,😂😂😂😂😂 RRQ 🤡,rrq,rrq,rrq,rrq,0,safe,non-cyberbullying,,0
439,@adityadermawan1214,Harusnya yang main RRQ Fahri (King Dairirot),harusnya yang main rrq fahri king dairirot,harusnya yang main rrq fahri king dairirot,harusnya main rrq fahri king dairirot,harus main rrq fahri king dairirot,0,safe,non-cyberbullying,,0
440,@MuhammadHidayat-ei8ze,Ayam ayam 🐔🐔🐔 rrq 14:44,ayam ayam rrq,ayam ayam rrq,ayam ayam rrq,ayam ayam rrq,0,safe,non-cyberbullying,,0
441,@Ghazali0101,Di ayam2in sama onic 😂,di ayamin sama onic,di ayamin sama onic,ayamin sama onic,ayamin sama onic,0,safe,non-cyberbullying,,0
442,@gegaming250,https://youtu.be/J9ihmENoPTs?si=DTgA4bM5p9H7LdpH,,,,,0,safe,non-cyberbullying,,0
443,@bagastrnggr,9:17,,,,,0,safe,non-cyberbullying,,0
444,@EgiAndrian-h6k,King onic butuh lawan yang keras...buat sie pak ap bego....jangglr Indomaret malah di taekin ke mpl wkwkkw,king onic butuh lawan yang kerasbuat sie pak ap begojangglr indomaret malah di taekin ke mpl wkwkkw,king onic butuh lawan yang kerasbuat sie pak ap begojangglr indomaret malah di taekin ke mpl wkwkkw,king onic butuh lawan kerasbuat sie pak ap begojangglr indomaret malah taekin mpl wkwkkw,king onic butuh lawan kerasbuat sie pak ap begojangglr indomaret malah taekin mpl wkwkkw,0,safe,non-cyberbullying,,0
445,@kumar-w4j9z,Toy  toy🤣🤣🤣🤣🤣🤣🤣,toy toy,toy toy,toy toy,toy toy,0,safe,non-cyberbullying,,0
446,@F7Yansah,rinz rinz,rinz rinz,rinz rinz,rinz rinz,rinz rinz,0,safe,non-cyberbullying,,0
447,@EgiAndrian-h6k,Rrq keluar aja udh dari mpl Indonesia,rrq keluar aja udh dari mpl indonesia,rrq keluar saja sudah dari mpl indonesia,rrq keluar sudah mpl indonesia,rrq keluar sudah mpl indonesia,0,safe,non-cyberbullying,,0
448,@ardnacsam,itu zunesh main petak umpet,itu zunesh main petak umpet,itu zunesh main petak umpet,zunesh main petak umpet,zunesh main petak umpet,0,safe,non-cyberbullying,,0
449,@ipecesss99,Akhirnya onic menyelamatkan komen yutub dari kebisingan,akhirnya onic menyelamatkan komen yutub dari kebisingan,akhirnya onic menyelamatkan komen yutub dari kebisingan,akhirnya onic menyelamatkan komen yutub kebisingan,akhir onic selamat komen yutub bising,0,safe,non-cyberbullying,,0
450,@bangudinkhafil,"Lutpi sudah di bilang no 1 exp di indo 
Improve banget yha",lutpi sudah di bilang no exp di indo improve banget yha,lutpi sudah di bilang no exp di indo improve banget ya,lutpi bilang no exp di indo improve banget,lutpi bilang no exp di indo improve banget,0,safe,non-cyberbullying,,0
451,@dodikprastio3377,Dulu badut skrng menjelma  menjadi majadi lawak.. raja raja an.. 😂😂 rrq...,dulu badut skrng menjelma menjadi majadi lawak raja raja an rrq,dulu badut skrng menjelma menjadi jadi lawak raja raja an rrq,dulu badut skrng menjelma menjadi jadi lawak raja raja an rrq,dulu badut skrng jelma jadi jadi lawak raja raja an rrq,0,safe,non-cyberbullying,,0
452,@aafarid6820,Lutpi sih paling keren di sini🔥,lutpi sih paling keren di sini,lutpi sih paling keren di sini,lutpi sih paling keren sini,lutpi sih paling keren sini,0,safe,non-cyberbullying,,0
453,@LEVIATAN-v9v,menyala onic🔥🔥🔥,menyala onic,menyala onic,menyala onic,nyala onic,0,safe,non-cyberbullying,,0
454,@ManoharaDikitaaa,"Kek gini kalau masih ngomong onic gak jago, asli tebel muka 😂",kek gini kalau masih ngomong onic gak jago asli tebel muka,seperti gini kalau kasih ngomong onic tidak jago asli tebel muka,gini kalau kasih ngomong onic jago asli tebel muka,gin kalau kasih ngomong onic jago asli tebel muka,0,safe,non-cyberbullying,,0
455,@bimakuntum-u7y,Fanny Nafsuan,fanny nafsuan,fanny nafsuan,fanny nafsuan,fanny nafsu,0,safe,non-cyberbullying,,0
456,@nasruddinfauzi3005,Bisa2 nya RRQ melepaa skyler. RRQ Tnp skyler itu ibarat Raja tanpa tgn kanan,bisa nya rrq melepaa skyler rrq tnp skyler itu ibarat raja tanpa tgn kanan,bisa ya rrq melepaa skyler rrq tnp skyler itu ibarat raja tanpa tgn kanan,ya rrq melepaa skyler rrq tnp skyler ibarat raja tgn kanan,ya rrq melepaa skyler rrq tnp skyler ibarat raja tgn kanan,0,safe,non-cyberbullying,,0
457,@fujiriyan2688,Ganti s zunesh sma jungler mdl gasi #teamrrq #rrq_ap,ganti s zunesh sma jungler mdl gasi,nanti s zunesh sama jungler mdl gasi,s zunesh sama jungler mdl gasi,s zunesh sama jungler mdl gas,0,safe,non-cyberbullying,,0
458,@PutzzACKERMAN,onic vs ayam,onic vs ayam,onic vs ayam,onic vs ayam,onic vs ayam,0,safe,non-cyberbullying,,0
459,@Nonameiam777,"19:02

ASTAGA LUTPIIIIII",astaga lutpiiiiii,astaga lutpiiiiii,astaga lutpiiiiii,astaga lutpiiiiii,0,safe,non-cyberbullying,,0
460,@e_gabagus,"Yang bener ngomongnya Farsa, Kabeee, bukan Farsya. Benerinlah salah penyebutan nama ituuu.",yang bener ngomongnya farsa kabeee bukan farsya benerinlah salah penyebutan nama ituuu,yang benar ngomongnya farsa kabeee bukan farsya benerinlah salah penyebutan nama ituuu,benar ngomongnya farsa kabeee bukan farsya benerinlah salah penyebutan nama ituuu,benar ngomongnya farsa kabeee bukan farsya benerinlah salah sebut nama ituuu,0,safe,non-cyberbullying,,0
461,@fujiriyan2688,Jungler rrq mdl naikin pak ap #teamrrq #pak_ap,jungler rrq mdl naikin pak ap,jungler rrq mdl naikin pak ap,jungler rrq mdl naikin pak ap,jungler rrq mdl naikin pak ap,0,safe,non-cyberbullying,,0
462,@fujiriyan2688,Ganti goldlane #teamrrq,ganti goldlane,nanti goldlane,goldlane,goldlane,0,safe,non-cyberbullying,,0
463,@F7Yansah,ngeri bgt refleks skylar,ngeri bgt refleks skylar,ngeri banget refleks skylar,ngeri banget refleks skylar,ngeri banget refleks skylar,0,safe,non-cyberbullying,,0
464,@VannnRiwu,ketika Gold Lane abal2 di bandingkan dengan Gold Lane terbaik Indonesia yah gini jadinya😂😂😂,ketika gold lane abal di bandingkan dengan gold lane terbaik indonesia yah gini jadinya,ketika gold lane abal di bandingkan dengan gold lane terbaik indonesia ya gini jadinya,gold lane abal bandingkan gold lane terbaik indonesia gini jadinya,gold lane abal banding gold lane baik indonesia gin jadi,0,safe,non-cyberbullying,,0
465,@fujiriyan2688,Mash d mainin aja si rusman #rrqtoyy,mash d mainin aja si rusman,mash d mainin saja si rusman,mash d mainin si rusman,mash d mainin si rusman,0,safe,non-cyberbullying,,0
466,@esklepon5918,ya terlepas sapa jago sapa ga jago.. yg pasti RRQ secara keuangan pendapatannya terbanyak di season ini 😅,ya terlepas sapa jago sapa ga jago yg pasti rrq secara keuangan pendapatannya terbanyak di season ini,ya terlepas sapa jago sapa tidak jago yang pasti rrq secara keuangan pendapatannya terbanyak di season ini,terlepas sapa jago sapa jago pasti rrq keuangan pendapatannya terbanyak season,lepas sapa jago sapa jago pasti rrq uang dapat banyak season,0,safe,non-cyberbullying,,0
467,@feybar21,"Nonton replay ❌
baca komenan ✅",nonton replay baca komenan,nonton replay baca komenan,nonton replay baca komenan,nonton replay baca komenan,0,safe,non-cyberbullying,,0
468,@RMxnxy,PPQ BADUT🤡🤡🤡,ppq badut,ppq badut,ppq badut,ppq badut,0,safe,non-cyberbullying,,0
469,@purnomo3144,Rinz itu kurang perhitungannya ngga kaya sanz,rinz itu kurang perhitungannya ngga kaya sanz,rinz itu kurang perhitungannya ngga kaya sanz,rinz kurang perhitungannya ngga kaya sanz,rinz kurang hitung ngga kaya sanz,0,safe,non-cyberbullying,,0
470,@MNH1099,Kok tampilan RRQ vs onic beda ya dari match yg lain? Kok bisa gitu? Boleh di jelasin ngak guys?,kok tampilan rrq vs onic beda ya dari match yg lain kok bisa gitu boleh di jelasin ngak guys,kok tampilan rrq vs onic beda ya dari match yang lain kok bisa gitu boleh di jelasin ngak guys,kok tampilan rrq vs onic beda dari match lain kok gitu di jelasin ngak guys,kok tampil rrq vs onic beda dari match lain kok gitu di jelasin ngak guys,0,safe,non-cyberbullying,,0
471,@ridhomuharram9592,"Fanny nya numpang lewat doang, sekali lewat senggol dong😊",fanny nya numpang lewat doang sekali lewat senggol dong,fanny ya numpang lewat orang sekali lewat senggol dong,fanny numpang lewat orang sekali lewat senggol dong,fanny numpang lewat orang sekali lewat senggol dong,0,safe,non-cyberbullying,,0
472,@IkhsanNudin-j8r,Kelass kombo manado anjig 😮😮😮😮,kelass kombo manado anjig,kelass kombo manado anjing,kelass kombo manado anjing,kelass kombo manado anjing,4,moderate_toxic,cyberbullying,anjing(personal:4),1
473,@RMxnxy,zunesh saha njir???,zunesh saha njir,zunesh saha njir,zunesh saha njir,zunesh saha njir,0,safe,non-cyberbullying,,0
474,@AlfnHfsAlfrz,lawan ayam kah ini ?,lawan ayam kah ini,lawan ayam kah ini,lawan ayam ini,lawan ayam ini,0,safe,non-cyberbullying,,0
475,@MONSkucy,dendam baget Skylar sampe di base dalem base ajah di kill itu si rinz,dendam baget skylar sampe di base dalem base ajah di kill itu si rinz,dendam banget skylar sampai di base dalem base ajah di kill itu si rinz,dendam banget skylar base dalem base ajah di kill si rinz,dendam banget skylar base dalem base ajah di kill si rinz,0,safe,non-cyberbullying,,0
476,@jenrixqwestv1064,6:46 gg skylar,gg skylar,gg skylar,gg skylar,gg skylar,0,safe,non-cyberbullying,,0
477,@GarryTg,Lutpii jagoan di game ini,lutpii jagoan di game ini,lutpii jangan di game ini,lutpii jangan game,lutpii jangan game,0,safe,non-cyberbullying,,0
478,@Vidio_malam13,ap tuh ap tuh ap tuh😂😂,ap tuh ap tuh ap tuh,ap tuh ap tuh ap tuh,ap tuh ap tuh ap tuh,ap tuh ap tuh ap tuh,0,safe,non-cyberbullying,,0
479,@anungcahdolan7124,Gh sepi rugi njir beli tikey,gh sepi rugi njir beli tikey,gh sepi rugi njir beli tikey,gh sepi rugi njir beli tikey,gh sepi rugi njir beli tikey,0,safe,non-cyberbullying,,0
480,@daniels8154,"Match Onic terfavorit gw sejauh ini di S16. Lutpi mukanya aja cengengesan, arlottnya sangaarrrrrr!",match onic terfavorit gw sejauh ini di s lutpi mukanya aja cengengesan arlottnya sangaarrrrrr,match onic terfavorit saya sejauh ini di s lutpi mukanya saja cengengesan arlottnya sangaarrrrrr,match onic terfavorit sejauh di s lutpi mukanya cengengesan arlottnya sangaarrrrrr,match onic favorit jauh di s lutpi muka cengengesan arlottnya sangaarrrrrr,0,safe,non-cyberbullying,,0
481,@ytrifki7283,Arlotnya lutfy menggila,arlotnya lutfy menggila,arlotnya lutfy menggila,arlotnya lutfy menggila,arlotnya lutfy gila,0,safe,non-cyberbullying,,0
482,@MulilAmri-xr5yh,RRQ poke😮,rrq poke,rrq poke,rrq poke,rrq poke,0,safe,non-cyberbullying,,0
483,@lailatulnikmah9243,"toyy pergerakannya gitu aja 😂 takut kah sama skyler? 🤣
dah lah jelas onic juara nya ini mah",toyy pergerakannya gitu aja takut kah sama skyler dah lah jelas onic juara nya ini mah,toyy pergerakannya gitu saja takut kah sama skyler sudah lah jelas onic juara ya ini mah,toyy pergerakannya gitu takut sama skyler lah jelas onic juara ini mah,toyy gera gitu takut sama skyler lah jelas onic juara ini mah,0,safe,non-cyberbullying,,0
484,@Mirácle-w4r,"udah dulu ya main raja rajaan nya, malu tau di kasih paham ama raja asli nya😂😂",udah dulu ya main raja rajaan nya malu tau di kasih paham ama raja asli nya,sudah dulu ya main raja rajaan ya malu tahu di kasih paham sama raja asli ya,dulu main raja rajaan malu tahu kasih paham sama raja asli,dulu main raja raja malu tahu kasih paham sama raja asli,0,safe,non-cyberbullying,,0
485,@HadiNarayan-e3m2h,rinz ngapain ulti ny kek gtu oeekk,rinz ngapain ulti ny kek gtu oeekk,rinz ngapain ulti ny seperti gtu oeekk,rinz ngapain ulti ny gtu oeekk,rinz ngapain ulti ny gtu oeekk,0,safe,non-cyberbullying,,0
486,@TryOnMeCH,Lutpii nyapu sampah di turet rrq 😂,lutpii nyapu sampah di turet rrq,lutpii nyapu sampai di turet rrq,lutpii nyapu di turet rrq,lutpii nyapu di turet rrq,0,safe,non-cyberbullying,,0
487,@Hils55,lawak,lawak,lawak,lawak,lawak,0,safe,non-cyberbullying,,0
488,@mypersonalaccount4934,"Roster ONIC yang sekarang terlalu kuat untuk skala MPL Indonesia. Gameplay mereka udah ketemu bahkan tanpa Coach Yeb, prime Kairi dan Sanz sudah kembali, Lutpiiii pun juga udah improve banget. Kiboy aja yang kadang oleng tapi mereka juga punya 2 goldlane super kuat, Skylar dan Savero",roster onic yang sekarang terlalu kuat untuk skala mpl indonesia gameplay mereka udah ketemu bahkan tanpa coach yeb prime kairi dan sanz sudah kembali lutpiiii pun juga udah improve banget kiboy aja yang kadang oleng tapi mereka juga punya goldlane super kuat skylar dan savero,roster onic yang sekarang terlalu kuat untuk kalau mpl indonesia gameplay mereka sudah ketemu akan tanpa coach yeb prime kairi dan sanz sudah kembali lutpiiii pun juga sudah improve banget kiboy saja yang kadang oleng tapi mereka juga punya goldlane super kuat skylar dan savero,roster onic sekarang terlalu kuat kalau mpl indonesia gameplay ketemu tanpa coach yeb prime kairi sanz kembali lutpiiii sudah improve banget kiboy yang kadang oleng mereka juga punya goldlane super kuat skylar savero,roster onic sekarang terlalu kuat kalau mpl indonesia gameplay ketemu tanpa coach yeb prime kairi sanz kembali lutpiiii sudah improve banget kiboy yang kadang oleng mereka juga punya goldlane super kuat skylar savero,0,safe,non-cyberbullying,,0
489,@ahmadirhamsyah9949,Pro player vs bot😂,pro player vs bot,pro player vs bot,pro player vs bot,pro player vs bot,0,safe,non-cyberbullying,,0
490,@PurboWaseso-j3i,"sudah ku bilang,pepeki lokalan aja",sudah ku bilangpepeki lokalan aja,sudah aku bilangpepeki lokalan saja,aku bilangpepeki lokalan,aku bilangpepeki lokal,0,safe,non-cyberbullying,,0
491,@ArjunSidiki,Skaylar nih bosss mna toyyy wkwkw lawak toyy toyy,skaylar nih bosss mna toyyy wkwkw lawak toyy toyy,skaylar nih bosss mna toyyy wkwkw lawak toyy toyy,skaylar nih bosss mna toyyy wkwkw lawak toyy toyy,skaylar nih bosss mna toyyy wkwkw lawak toyy toyy,0,safe,non-cyberbullying,,0
492,@Rohman_ismail,Lawak perbedaan nya kek langit dan bumi🤭,lawak perbedaan nya kek langit dan bumi,lawak perbedaan ya seperti langit dan bumi,lawak perbedaan seperti langit bumi,lawak beda seperti langit bumi,0,safe,non-cyberbullying,,0
493,@Nonameiam777,"13:06

AWOWKOWKWOKWOWKOK",awowkowkwokwowkok,awowkowkwokwowkok,awowkowkwokwowkok,awowkowkwokwowkok,0,safe,non-cyberbullying,,0
494,@kamu_siapa2,"wkwkkwkwkw faktanya ppq badut goblok kalau kalah bawa bawa divisi, EVOS aja kalah ga ada bawa bawa divisi, secara prestasi, jumlah juara dunia, jumlah piala, pendapatan, semua hal EVOS sangat jauh diatas RRQ🤡🤡🤡🤡 sangat sampah, sangat miskin, sangat hina dari dulu sampai sekarang, RRQ🤡🤡🤡🤡sangat sampah, sangat miskin, sangat hina  masih sangat jauh dipantat EVOS segala hal. EWC lu warna apa dek ppq bot, sipaling all divisi, tapi gak ada satupun divisi juara dunia ajang ewc, EVOS>>>>>>>> RRQ🤡🤡🤡🤡🤡sangat sampah, sangat miskin, sangat hina🤣🤣🤣🤣🤣🤣",wkwkkwkwkw faktanya ppq badut goblok kalau kalah bawa bawa divisi evos aja kalah ga ada bawa bawa divisi secara prestasi jumlah juara dunia jumlah piala pendapatan semua hal evos sangat jauh diatas rrq sangat sampah sangat miskin sangat hina dari dulu sampai sekarang rrqsangat sampah sangat miskin sangat hina masih sangat jauh dipantat evos segala hal ewc lu warna apa dek ppq bot sipaling all divisi tapi gak ada satupun divisi juara dunia ajang ewc evos rrqsangat sampah sangat miskin sangat hina,wkwkkwkwkw faktanya ppq badut goblok kalau kalau bawa bawa divisi evos saja kalau tidak ada bawa bawa divisi secara prestasi jumlah juara dunia jumlah piala pendapatan semua hal evos sangat jauh diatas rrq sangat sampai sangat miskin sangat hina dari dulu sampai sekarang rrqsangat sampai sangat miskin sangat hina kasih sangat jauh dipantat evos segala hal ewc kamu warna apa dek ppq bot sipaling all divisi tapi tidak ada satupun divisi juara dunia ajang ewc evos rrqsangat sampai sangat miskin sangat hina,wkwkkwkwkw faktanya ppq badut goblok kalau kalau bawa bawa divisi evos kalau bawa bawa divisi prestasi jumlah juara dunia jumlah piala pendapatan semua evos sangat jauh diatas rrq sangat sangat miskin sangat hina dulu sekarang rrqsangat sangat miskin sangat hina kasih sangat jauh dipantat evos segala ewc kamu warna apa dek ppq bot sipaling all divisi tidak ada satupun divisi juara dunia ajang ewc evos rrqsangat sangat miskin sangat hina,wkwkkwkwkw fakta ppq badut goblok kalau kalau bawa bawa divisi evos kalau bawa bawa divisi prestasi jumlah juara dunia jumlah piala dapat semua evos sangat jauh atas rrq sangat sangat miskin sangat hina dulu sekarang rrqsangat sangat miskin sangat hina kasih sangat jauh pantat evos segala ewc kamu warna apa dek ppq bot sipaling all divisi tidak ada satu divisi juara dunia ajang ewc evos rrqsangat sangat miskin sangat hina,17,extreme_cyberbullying,cyberbullying,goblok(personal:4); hina(personal:4); hina(personal:4); hina(personal:4); [REPEAT:hina](repetition:1),1
495,@zein_arrham,19:03 camera di Lutfi gilaa 🤗,camera di lutfi gilaa,camera di lutfi gilaa,camera lutfi gilaa,camera lutfi gilaa,0,safe,non-cyberbullying,,0
496,@sopyansoleman6273,nt,nt,nanti,,,0,safe,non-cyberbullying,,0
497,@Taufikyoiii2,"Untuk rinz jangan cuma omong doang bilang onic gk jago, tapi pada akhirnya tetap kebantai sama onic, gak usah munafik dan sombong rinz kalau musuh jago akui saja jangan gengsi, yang ada kalau lu seperti itu onic gak akan segan buat bantai"" rrq",untuk rinz jangan cuma omong doang bilang onic gk jago tapi pada akhirnya tetap kebantai sama onic gak usah munafik dan sombong rinz kalau musuh jago akui saja jangan gengsi yang ada kalau lu seperti itu onic gak akan segan buat bantai rrq,untuk rinz jangan cuma omong orang bilang onic tidak jago tapi pada akhirnya tetap kebantai sama onic tidak usah munafik dan sombong rinz kalau musuh jago aku saja jangan gengsi yang ada kalau kamu seperti itu onic tidak akan segan buat bantai rrq,rinz jangan cuma omong orang bilang onic jago pada akhirnya tetap kebantai sama onic usah munafik sombong rinz kalau musuh jago aku jangan gengsi ada kalau kamu itu onic akan segan buat bantai rrq,rinz jangan cuma omong orang bilang onic jago pada akhir tetap bantai sama onic usah munafik sombong rinz kalau musuh jago aku jangan gengsi ada kalau kamu itu onic akan segan buat bantai rrq,0,safe,non-cyberbullying,,0
498,@ditafelycia,gg,gg,gg,gg,gg,0,safe,non-cyberbullying,,0
499,@BR-xi5by,Kenapa ngak main di tempat kayak biasanya,kenapa ngak main di tempat kayak biasanya,kenapa ngak main di tempat seperti biasanya,ngak main tempat biasanya,ngak main tempat biasa,0,safe,non-cyberbullying,,0
500,@kurojin980,Kenapa aku seneng ya kwkw,kenapa aku seneng ya kwkw,kenapa aku seneng ya kwkw,aku seneng kwkw,aku neng kwkw,0,safe,non-cyberbullying,,0
501,@debluz0861,"Juara kandang vs juara msc,,yaaa beda😢",juara kandang vs juara mscyaaa beda,juara kandang vs juara mscyaaa beda,juara kandang vs juara mscyaaa beda,juara kandang vs juara mscyaaa beda,0,safe,non-cyberbullying,,0
